agentId	originRegionId	isMale	educationLevel	age	isHispanic	race	indiv_census_income	hh_census_income	householdInProvince	reportingRate	reportingRates_Single	family:numberOfPeople	family:haveKids	interest	joviality	jovialityBase	foodNeed:fullnessReachTimeInMinutes	foodNeed:keepingFullTimeInMinutes	foodNeed:hungryTreshold	foodNeed:starvingTreshold	foodNeed:appetite	
12	1	false	Bachelors	26.083333333333332	false	PacIslandOnly	104443	4232	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	3	true	A	0.14064321962955273	0.0	40.44119724224393	140.88239448448786	43.03920183850405	0.0	0.6519600919252024	
13	1	false	Bachelors	37.083333333333336	false	BlackOnly	132943	133785	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	3	true	F	0.03322261689206285	0.0	52.322077168678355	164.64415433735672	35.1186152208811	0.0	0.2559307610440548	
14	1	false	Graduate	34.083333333333336	false	BlackOnly	470389	3847	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	3	true	I	0.04553218364129141	0.0	52.188219125518785	164.37643825103757	35.207853916320815	0.0	0.2603926958160406	
15	1	true	Graduate	25.083333333333332	false	WhiteOnly	61782	6477	true	0.36466425585868595	[0.3,0.5,0.8,0.3,0.3]	3	true	F	0.6992593118158441	0.0	41.53583323709789	143.07166647419578	42.3094445086014	0.0	0.6154722254300702	
16	1	true	Bachelors	20.083333333333332	false	BlackOnly	91562	143017	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	3	true	D	0.4816345491368338	0.0	43.26930058234345	146.5386011646869	41.153799611771035	0.0	0.5576899805885518	
17	1	true	HighSchoolOrCollege	40.083333333333336	false	WhiteOnly	43357	7711	true	0.36466425585868595	[0.5,0.5,0.3,0.3,0.3]	3	true	I	0.7073300781170898	0.0	46.834515479853714	153.6690309597074	38.77698968009753	0.0	0.4388494840048762	
18	1	true	HighSchoolOrCollege	30.083333333333332	false	BlackOnly	421727	8627	true	0.8308249267265675	[0.5,0.5,0.3,0.8,0.8]	3	true	B	0.29660395624526614	0.0	39.516765290558226	139.03353058111645	43.65548980629452	0.0	0.6827744903147259	
19	1	true	Bachelors	39.083333333333336	false	BlackOnly	85367	615522	true	0.8308249267265675	[0.5,0.5,0.8,0.8,0.8]	3	true	C	0.9654042767839728	0.0	51.08882537070891	162.17765074141784	35.94078308619406	0.0	0.29703915430970296	
20	1	true	HighSchoolOrCollege	27.083333333333332	false	WhiteOnly	426497	154	true	0.586439749074951	[0.3,0.5,0.3,0.8,0.3]	3	true	E	0.8052799968015867	0.0	40.97665938103911	141.95331876207823	42.68222707930725	0.0	0.6341113539653629	
21	1	false	HighSchoolOrCollege	33.083333333333336	false	BlackOnly	369098	75361	true	0.9181492193647616	[0.5,0.8,0.3,0.8,0.8]	3	true	E	0.1394334751530003	0.0	52.78460332504225	165.56920665008448	34.81026444997184	0.0	0.2405132224985918	
22	1	false	Graduate	29.083333333333332	true	WhiteOnly	53077	4277	true	0.5672894400869586	[0.3,0.8,0.8,0.3,0.3]	3	true	H	0.10810804183804268	0.0	38.41389964129958	136.82779928259916	44.39073357246695	0.0	0.7195366786233474	
23	1	false	Graduate	31.083333333333332	false	WhiteOnly	43241	3261	true	0.5672894400869586	[0.5,0.8,0.8,0.3,0.3]	3	true	E	0.34587040463219665	0.0	37.32526840802204	134.65053681604408	45.1164877279853	0.0	0.7558243863992653	
24	1	false	Bachelors	47.083333333333336	false	BlackOnly	174210	131632	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	3	true	C	0.5117251574698827	0.0	52.59628982996522	165.19257965993043	34.935806780023185	0.0	0.24679033900115932	
25	1	true	Bachelors	34.083333333333336	false	BlackOnly	380460	155472	true	0.8308249267265675	[0.5,0.5,0.8,0.8,0.8]	3	true	E	0.8954623925378471	0.0	43.43750786232641	146.87501572465283	41.04166142511573	0.0	0.5520830712557864	
26	1	false	HighSchoolOrCollege	35.083333333333336	true	BlackOnly	63725	824364	true	0.8195081705943794	[0.5,0.8,0.3,0.3,0.8]	3	true	J	0.8833991013472824	0.0	47.98492830914344	155.96985661828688	38.01004779390437	0.0	0.40050238969521856	
27	1	true	Bachelors	31.083333333333332	false	WhiteOnly	88572	20704	true	0.586439749074951	[0.5,0.5,0.8,0.8,0.3]	3	true	G	0.12733162285483823	0.0	49.962535838423555	159.9250716768471	36.6916427743843	0.0	0.3345821387192148	
28	1	false	Bachelors	29.083333333333332	false	BlackOnly	56056	134083	true	0.8195081705943794	[0.3,0.8,0.8,0.3,0.8]	3	true	J	0.385360649482822	0.0	36.63051440883413	133.26102881766826	45.579657060777244	0.0	0.7789828530388622	
29	1	false	Bachelors	26.083333333333332	false	WhiteOnly	468308	544	true	0.7640915534102196	[0.3,0.8,0.8,0.8,0.3]	3	true	I	0.576762570450723	0.0	38.602592187891645	137.2051843757833	44.26493854140557	0.0	0.7132469270702784	
30	1	true	HighSchoolOrCollege	25.083333333333332	false	WhiteOnly	359704	47464	true	0.586439749074951	[0.3,0.5,0.3,0.8,0.3]	3	true	A	0.7263978975409408	0.0	38.00044358089497	136.00088716178993	44.66637094607002	0.0	0.733318547303501	
31	1	true	Graduate	34.083333333333336	false	BlackOnly	113622	9456	true	0.8308249267265675	[0.5,0.5,0.8,0.8,0.8]	3	true	J	0.8569787394612789	0.0	52.51218262490654	165.0243652498131	34.99187825006231	0.0	0.24959391250311525	
32	1	true	Graduate	29.083333333333332	false	BlackOnly	171953	193181	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	3	true	I	0.9829511454886005	0.0	48.7314843385324	157.4629686770648	37.51234377431174	0.0	0.37561718871558686	
33	1	false	HighSchoolOrCollege	26.083333333333332	true	WhiteOnly	30971	616708	true	0.5672894400869586	[0.3,0.8,0.3,0.3,0.3]	3	true	H	0.2957510883282084	0.0	46.38064339041244	152.7612867808249	39.079571073058375	0.0	0.45397855365291867	
34	1	true	Bachelors	31.083333333333332	false	WhiteOnly	89383	1486	true	0.586439749074951	[0.5,0.5,0.8,0.8,0.3]	3	true	D	0.2562597319549156	0.0	41.11066984948883	142.22133969897766	42.59288676700745	0.0	0.6296443383503724	
35	1	true	Bachelors	28.083333333333332	false	BlackOnly	79885	125537	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	3	true	F	0.7077774477239225	0.0	43.361802601665715	146.72360520333143	41.09213159888952	0.0	0.5546065799444762	
36	1	true	Graduate	32.083333333333336	false	BlackOnly	86268	80282	true	0.8308249267265675	[0.5,0.5,0.8,0.8,0.8]	3	true	B	0.5350015626314747	0.0	36.318171648239684	132.63634329647937	45.787885567840206	0.0	0.7893942783920104	
37	1	false	Bachelors	58.083333333333336	true	BlackOnly	92981	7011	true	0.97564431879636	[0.8,0.8,0.8,0.8,0.8]	3	true	B	0.9702913498385308	0.0	49.27597543037355	158.5519508607471	37.1493497130843	0.0	0.35746748565421504	
38	1	true	Bachelors	34.083333333333336	false	WhiteOnly	311553	179266	true	0.586439749074951	[0.5,0.5,0.8,0.8,0.3]	3	true	E	0.8278655793435619	0.0	38.04677389919482	136.09354779838964	44.63548406720345	0.0	0.7317742033601726	
39	1	false	Bachelors	26.083333333333332	false	Plus2Races	199315	18076	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	3	true	A	0.600111626647006	0.0	52.3007858287913	164.6015716575826	35.13280944747247	0.0	0.2566404723736233	
40	1	true	Bachelors	32.083333333333336	false	BlackOnly	69706	142809	true	0.6653085272175364	[0.5,0.5,0.8,0.3,0.8]	3	true	C	0.23005273171231044	0.0	42.12824014402879	144.25648028805756	41.914506570647475	0.0	0.5957253285323738	
41	1	true	Bachelors	39.083333333333336	false	Plus2Races	68871	890406	true	0.6653085272175364	[0.5,0.5,0.8,0.3,0.8]	3	true	B	0.10563126854521132	0.0	36.993697574080045	133.9873951481601	45.3375349506133	0.0	0.766876747530665	
42	1	false	Graduate	58.083333333333336	false	WhiteOnly	355593	218603	true	0.9204234728229821	[0.8,0.8,0.8,0.8,0.3]	3	true	G	0.7513037991360384	0.0	40.35942560939513	140.71885121879026	43.09371626040324	0.0	0.6546858130201622	
43	1	false	Bachelors	26.083333333333332	false	BlackOnly	191170	109977	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	3	true	D	0.7354158163751554	0.0	46.10995292408212	152.21990584816425	39.26003138394525	0.0	0.46300156919726243	
44	1	false	Graduate	27.083333333333332	false	WhiteOnly	148582	183306	true	0.7640915534102196	[0.3,0.8,0.8,0.8,0.3]	3	true	C	0.4900903723080535	0.0	52.71258994856655	165.4251798971331	34.8582733676223	0.0	0.242913668381115	
45	1	false	Graduate	21.083333333333332	false	BlackOnly	272721	29064	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	3	true	C	0.6656389470238534	0.0	48.314792911155166	156.62958582231033	37.79013805922989	0.0	0.3895069029614945	
46	1	false	Bachelors	34.083333333333336	false	WhiteOnly	454482	181554	true	0.7640915534102196	[0.5,0.8,0.8,0.8,0.3]	3	true	H	0.33253005965032434	0.0	36.08564838512312	132.17129677024624	45.94290107658459	0.0	0.7971450538292293	
47	1	false	HighSchoolOrCollege	28.083333333333332	false	BlackOnly	435440	168405	true	0.9181492193647616	[0.3,0.8,0.3,0.8,0.8]	3	true	E	0.18030149306899235	0.0	47.15284625001617	154.30569250003234	38.564769166655886	0.0	0.4282384583327943	
48	1	true	Bachelors	29.083333333333332	true	BlackOnly	86399	24541	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	3	true	G	0.5282026927511111	0.0	38.90362497540292	137.80724995080584	44.06425001639805	0.0	0.7032125008199025	
49	1	false	HighSchoolOrCollege	33.083333333333336	false	BlackOnly	74454	159780	true	0.9181492193647616	[0.5,0.8,0.3,0.8,0.8]	2	false	A	0.8035326876858315	0.0	37.20289023548388	134.40578047096776	45.19807317634408	0.0	0.7599036588172042	
50	1	true	Bachelors	25.083333333333332	true	WhiteOnly	141117	152643	true	0.586439749074951	[0.3,0.5,0.8,0.8,0.3]	2	false	J	0.3483315822408851	0.0	46.261900082355126	152.52380016471025	39.158733278429914	0.0	0.4579366639214957	
51	1	true	Graduate	33.083333333333336	false	BlackOnly	82322	33132	true	0.8308249267265675	[0.5,0.5,0.8,0.8,0.8]	2	false	I	0.8354478491631158	0.0	47.31054591295141	154.62109182590282	38.459636058032395	0.0	0.42298180290161974	
52	1	false	HighSchoolOrCollege	33.083333333333336	false	WhiteOnly	90363	130473	true	0.7640915534102196	[0.5,0.8,0.3,0.8,0.3]	2	false	F	0.46170857964131695	0.0	43.65085794566174	147.30171589132348	40.8994280362255	0.0	0.5449714018112752	
53	1	false	Bachelors	22.083333333333332	false	Plus2Races	468977	9065	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	B	0.4699544397439913	0.0	52.51973178540371	165.0394635708074	34.986845476397534	0.0	0.2493422738198765	
54	1	false	Bachelors	25.083333333333332	false	WhiteOnly	474743	11001	true	0.7640915534102196	[0.3,0.8,0.8,0.8,0.3]	2	false	I	0.1095616319759053	0.0	48.20370983158758	156.40741966317518	37.86419344560828	0.0	0.393209672280414	
55	1	false	Bachelors	26.083333333333332	false	BlackOnly	58042	104863	true	0.8195081705943794	[0.3,0.8,0.8,0.3,0.8]	2	false	F	0.6508636713912971	0.0	36.66386717461012	133.32773434922024	45.55742188359325	0.0	0.7778710941796626	
56	1	false	Graduate	43.083333333333336	false	WhiteOnly	50651	571410	true	0.5672894400869586	[0.5,0.8,0.8,0.3,0.3]	2	false	I	0.4842672887315609	0.0	39.62107812564127	139.24215625128255	43.58594791623915	0.0	0.6792973958119577	
57	1	true	Bachelors	49.083333333333336	false	WhiteOnly	71264	150569	true	0.586439749074951	[0.5,0.5,0.8,0.8,0.3]	2	false	F	0.27243271929946833	0.0	46.237954329587026	152.47590865917405	39.174697113608644	0.0	0.45873485568043243	
58	1	true	Graduate	21.083333333333332	false	AsianOnly	348981	22822	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	2	false	D	0.2774898982159052	0.0	50.91024711250077	161.82049422500154	36.059835258332825	0.0	0.3029917629166411	
59	1	false	Graduate	30.083333333333332	false	BlackOnly	378163	1630	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	D	0.4290512527276811	0.0	46.079421468164966	152.15884293632993	39.28038568789002	0.0	0.4640192843945011	
60	1	false	HighSchoolOrCollege	25.083333333333332	false	BlackOnly	213210	90961	true	0.9181492193647616	[0.3,0.8,0.3,0.8,0.8]	2	false	H	0.1006360191424236	0.0	52.55055005001991	165.10110010003982	34.966299966653395	0.0	0.24831499833266985	
61	1	true	HighSchoolOrCollege	33.083333333333336	false	Plus2Races	93330	61013	true	0.8308249267265675	[0.5,0.5,0.3,0.8,0.8]	2	false	A	0.6158912432095792	0.0	51.94814386312666	163.89628772625332	35.36790409124889	0.0	0.26839520456244453	
62	1	false	Bachelors	18.083333333333332	false	BlackOnly	86409	110568	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	C	0.14967142549968826	0.0	51.13300225304096	162.2660045060819	35.91133183130603	0.0	0.29556659156530146	
63	1	false	Bachelors	21.083333333333332	false	BlackOnly	270689	664031	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	B	0.005504303863300586	0.0	41.77483048646434	143.54966097292868	42.15011300902377	0.0	0.6075056504511887	
64	1	true	Bachelors	28.083333333333332	false	AsianOnly	478903	195631	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	2	false	C	0.11060197044898135	0.0	41.95731706834209	143.91463413668419	42.02845528777193	0.0	0.6014227643885969	
65	1	false	HighSchoolOrCollege	43.083333333333336	false	WhiteOnly	473946	477858	true	0.7640915534102196	[0.5,0.8,0.3,0.8,0.3]	2	false	J	0.11876696974506296	0.0	51.09238953881512	162.18477907763025	35.938406974123254	0.0	0.29692034870616263	
66	1	true	Bachelors	23.083333333333332	false	AsianOnly	374092	796821	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	2	false	E	0.4074191366826959	0.0	40.389063146671894	140.7781262933438	43.07395790221874	0.0	0.6536978951109369	
67	1	false	Graduate	32.083333333333336	false	BlackOnly	105843	6805	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	F	0.4990756128299003	0.0	45.56433120543974	151.12866241087949	39.623779196373505	0.0	0.4811889598186751	
68	1	false	Graduate	44.083333333333336	false	BlackOnly	146033	135289	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	F	0.1425378131168794	0.0	52.49879722528031	164.99759445056063	35.00080184981313	0.0	0.25004009249065634	
69	1	false	Bachelors	24.083333333333332	false	BlackOnly	91740	91254	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	B	0.6918905454893686	0.0	43.36382385039515	146.7276477007903	41.09078409973657	0.0	0.5545392049868284	
70	1	false	HighSchoolOrCollege	35.083333333333336	false	BlackOnly	146947	371119	true	0.9181492193647616	[0.5,0.8,0.3,0.8,0.8]	2	false	F	0.3255895371868648	0.0	38.75871054172221	137.51742108344442	44.16085963885186	0.0	0.708042981942593	
71	1	false	Graduate	24.083333333333332	false	BlackOnly	71122	29753	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	D	0.6065078076403491	0.0	51.52176088855446	163.04352177710894	35.65215940763036	0.0	0.2826079703815179	
72	1	true	Bachelors	34.083333333333336	true	BlackOnly	311096	11597	true	0.8308249267265675	[0.5,0.5,0.8,0.8,0.8]	2	false	A	0.4056448975198723	0.0	49.500876437478105	159.0017528749562	36.99941570834793	0.0	0.34997078541739657	
73	1	true	HighSchoolOrCollege	63.083333333333336	false	WhiteOnly	50268	5659	true	0.6720990985064282	[0.8,0.5,0.3,0.3,0.3]	2	false	I	0.42626319234483734	0.0	43.66715611116006	147.33431222232014	40.88856259255996	0.0	0.5444281296279979	
74	1	false	Bachelors	31.083333333333332	false	WhiteOnly	33244	4880	true	0.5672894400869586	[0.5,0.8,0.8,0.3,0.3]	2	false	H	0.7916839372429886	0.0	51.02157851948267	162.04315703896532	35.985614320344894	0.0	0.2992807160172445	
75	1	false	Bachelors	23.083333333333332	false	BlackOnly	88144	140917	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	A	0.6429231538051309	0.0	47.52567080108706	155.05134160217412	38.316219465941955	0.0	0.415810973297098	
76	1	true	Graduate	25.083333333333332	false	WhiteOnly	265064	5884	true	0.586439749074951	[0.3,0.5,0.8,0.8,0.3]	2	false	B	0.6353820359299501	0.0	52.01268444160324	164.02536888320648	35.32487703893118	0.0	0.2662438519465587	
77	1	true	HighSchoolOrCollege	23.083333333333332	false	BlackOnly	39859	648907	true	0.6653085272175364	[0.3,0.5,0.3,0.3,0.8]	2	false	D	0.1292718135323181	0.0	40.604067723378975	141.20813544675795	42.93062151774735	0.0	0.6465310758873674	
78	1	false	HighSchoolOrCollege	58.083333333333336	false	WhiteOnly	215775	22831	true	0.9204234728229821	[0.8,0.8,0.3,0.8,0.3]	2	false	I	0.46258742573294354	0.0	49.51240488081667	159.02480976163335	36.99173007945555	0.0	0.3495865039727777	
79	1	true	HighSchoolOrCollege	27.083333333333332	false	WhiteOnly	56196	395907	true	0.36466425585868595	[0.3,0.5,0.3,0.3,0.3]	2	false	A	0.9623618576216998	0.0	36.80807228093992	133.61614456187982	45.461285146040055	0.0	0.7730642573020028	
80	1	true	Bachelors	21.083333333333332	false	AsianOnly	439751	155238	true	0.8308249267265675	[0.3,0.5,0.8,0.8,0.8]	2	false	B	0.19400365993315105	0.0	44.53642524874293	149.07285049748586	40.309049834171375	0.0	0.515452491708569	
81	1	false	Bachelors	39.083333333333336	false	BlackOnly	65627	129970	true	0.8195081705943794	[0.5,0.8,0.8,0.3,0.8]	2	false	I	0.9395224804115111	0.0	43.47930990793597	146.95861981587194	41.01379339470935	0.0	0.5506896697354677	
82	1	false	Bachelors	31.083333333333332	false	WhiteOnly	478432	69512	true	0.7640915534102196	[0.5,0.8,0.8,0.8,0.3]	2	false	A	0.46109911188680663	0.0	46.19069007555983	152.38138015111966	39.20620661629344	0.0	0.4603103308146723	
83	1	false	HighSchoolOrCollege	24.083333333333332	true	BlackOnly	475610	786129	true	0.9181492193647616	[0.3,0.8,0.3,0.8,0.8]	2	false	A	0.9241812538383467	0.0	53.19990423950587	166.39980847901174	34.53339717366275	0.0	0.2266698586831376	
84	1	false	Bachelors	30.083333333333332	false	Plus2Races	61435	190672	true	0.8195081705943794	[0.5,0.8,0.8,0.3,0.8]	2	false	J	0.39835819880071777	0.0	48.92538875575115	157.85077751150232	37.383074162832564	0.0	0.3691537081416283	
85	1	false	Bachelors	22.083333333333332	false	BlackOnly	235312	28479	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	G	0.7844172160388467	0.0	43.81349664601992	147.62699329203986	40.791002235986724	0.0	0.539550111799336	
86	1	false	Bachelors	19.083333333333332	false	BlackOnly	78065	154952	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	I	0.8119402744936614	0.0	43.76977229687766	147.53954459375532	40.82015180208156	0.0	0.5410075901040781	
87	1	false	Graduate	34.083333333333336	false	BlackOnly	95165	536816	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	E	0.10164037029305772	0.0	46.2568246049728	152.5136492099456	39.16211693001813	0.0	0.45810584650090663	
88	1	false	HighSchoolOrCollege	26.083333333333332	false	WhiteOnly	92742	393392	true	0.7640915534102196	[0.3,0.8,0.3,0.8,0.3]	2	false	A	0.2669549820085485	0.0	44.59689423708497	149.19378847416993	40.26873717527669	0.0	0.5134368587638345	
89	1	false	Low	29.083333333333332	false	WhiteOnly	227295	42194	true	0.7640915534102196	[0.3,0.8,0.3,0.8,0.3]	2	false	E	0.48031918133749607	0.0	41.65584668579267	143.31169337158533	42.229435542804886	0.0	0.6114717771402444	
90	1	false	Bachelors	37.083333333333336	false	WhiteOnly	482610	2270	true	0.7640915534102196	[0.5,0.8,0.8,0.8,0.3]	2	false	G	0.5999054608352639	0.0	49.0160484539212	158.0320969078424	37.32263436405253	0.0	0.3661317182026267	
91	1	false	Low	32.083333333333336	false	AsianOnly	57959	94896	true	0.8195081705943794	[0.5,0.8,0.3,0.3,0.8]	2	false	E	0.24507347874928598	0.0	40.9662785411161	141.9325570822322	42.689147639255935	0.0	0.6344573819627968	
92	1	false	HighSchoolOrCollege	31.083333333333332	false	AsianOnly	186275	6943	true	0.9181492193647616	[0.5,0.8,0.3,0.8,0.8]	2	false	J	0.02520786545328879	0.0	52.214726038448404	164.4294520768968	35.1901826410344	0.0	0.25950913205171994	
93	1	false	Graduate	31.083333333333332	false	BlackOnly	87240	47055	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	I	0.5689282286001927	0.0	44.16964637271429	148.33929274542857	40.553569084857145	0.0	0.5276784542428571	
94	1	false	Bachelors	22.083333333333332	false	BlackOnly	235738	162571	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	A	0.5126269890533284	0.0	45.189639800553046	150.3792796011061	39.87357346629797	0.0	0.4936786733148984	
95	1	false	HighSchoolOrCollege	28.083333333333332	false	WhiteOnly	383253	121061	true	0.7640915534102196	[0.3,0.8,0.3,0.8,0.3]	2	false	D	0.1354960377571649	0.0	53.33345268878222	166.66690537756443	34.44436487414519	0.0	0.2222182437072594	
96	1	true	Graduate	49.083333333333336	false	AsianOnly	31097	18709	true	0.6653085272175364	[0.5,0.5,0.8,0.3,0.8]	2	false	I	0.8090836253680089	0.0	41.535780078562595	143.0715601571252	42.309479947624936	0.0	0.615473997381247	
97	1	false	Graduate	37.083333333333336	false	BlackOnly	341373	7353	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	A	0.9457802652871253	0.0	41.620275089783206	143.2405501795664	42.25314994014453	0.0	0.6126574970072265	
98	1	false	Graduate	18.083333333333332	false	BlackOnly	97117	2369	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	H	0.33171337596970984	0.0	51.87531651151559	163.75063302303118	35.416455658989605	0.0	0.27082278294948015	
99	1	true	Bachelors	44.083333333333336	false	BlackOnly	53590	6084	true	0.6653085272175364	[0.5,0.5,0.8,0.3,0.8]	2	false	B	0.7752750853259154	0.0	50.17392705183523	160.34785410367044	36.55071529877652	0.0	0.3275357649388258	
100	1	false	HighSchoolOrCollege	58.083333333333336	false	BlackOnly	36836	704400	true	0.9419085518138751	[0.8,0.8,0.3,0.3,0.8]	2	false	G	0.763887684553637	0.0	39.58851126036328	139.17702252072655	43.607659159757816	0.0	0.6803829579878906	
101	1	false	Graduate	43.083333333333336	false	BlackOnly	315578	365911	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	C	0.18846891115555242	0.0	45.81696996854764	151.63393993709528	39.45535335430158	0.0	0.47276766771507883	
102	1	false	Bachelors	42.083333333333336	false	BlackOnly	81630	93479	true	0.9181492193647616	[0.5,0.8,0.8,0.8,0.8]	2	false	A	0.3499145455558601	0.0	46.10655402523818	152.21310805047636	39.26229731650788	0.0	0.46311486582539396	
103	1	true	HighSchoolOrCollege	26.083333333333332	false	WhiteOnly	81450	6150	true	0.586439749074951	[0.3,0.5,0.3,0.8,0.3]	2	false	A	0.7563340056074939	0.0	42.83273090218638	145.66546180437274	41.444846065209084	0.0	0.5722423032604541	
104	1	false	Graduate	20.083333333333332	false	BlackOnly	298657	40686	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	D	0.5947914225303379	0.0	40.92902891964763	141.85805783929527	42.713980720234915	0.0	0.6356990360117457	
105	1	true	Graduate	31.083333333333332	false	AsianOnly	365589	260386	true	0.8308249267265675	[0.5,0.5,0.8,0.8,0.8]	2	false	C	0.3417488982959406	0.0	50.988366318126026	161.97673263625205	36.00775578791598	0.0	0.3003877893957991	
106	1	true	Bachelors	28.083333333333332	false	BlackOnly	36731	4211	true	0.6653085272175364	[0.3,0.5,0.8,0.3,0.8]	2	false	C	0.28388673249125773	0.0	42.13483071591703	144.26966143183407	41.91011285605531	0.0	0.5955056428027654	
107	1	false	Bachelors	26.083333333333332	false	BlackOnly	157572	142996	true	0.9181492193647616	[0.3,0.8,0.8,0.8,0.8]	2	false	B	0.7963784919513907	0.0	53.39850989807491	166.7970197961498	34.400993401283394	0.0	0.2200496700641696	
