,agentId,rid,isMale,age,race,income,educationLevel,isWhite,over70k,isVulnerable,odd vulnerability,age_report,income_report,race_report,gender_report,edu_report
144,144,1,True,53.083333333333336,Other,57854,HighSchoolOrCollege,False,False,True,1,True,True,False,True,False
145,145,1,True,49.083333333333336,WhiteOnly,71281,Bachelors,True,True,False,1,True,True,True,False,False
146,146,1,False,25.08333333333333,WhiteOnly,151539,Bachelors,True,True,False,1,True,False,True,True,False
147,147,1,False,20.08333333333333,BlackOnly,93404,Graduate,False,True,False,1,False,True,False,True,False
148,148,1,False,35.083333333333336,BlackOnly,463231,HighSchoolOrCollege,False,True,False,1,False,True,True,True,True
149,149,1,False,47.083333333333336,WhiteOnly,420597,HighSchoolOrCollege,True,True,False,1,False,True,False,True,True
150,150,1,False,19.08333333333333,AsianOnly,108296,Bachelors,False,True,False,1,False,True,False,True,False
151,151,1,True,41.083333333333336,WhiteOnly,79361,Low,True,True,False,1,True,False,False,False,True
152,152,1,False,30.08333333333333,WhiteOnly,262581,Bachelors,True,True,False,1,False,False,False,True,True
153,153,1,False,27.08333333333333,BlackOnly,445760,Graduate,False,True,False,1,True,True,False,True,True
154,154,1,True,44.083333333333336,WhiteOnly,60209,Bachelors,True,False,False,1,False,True,False,True,False
155,155,1,True,54.083333333333336,WhiteOnly,26682,HighSchoolOrCollege,True,False,True,1,True,False,True,False,False
156,156,1,False,36.083333333333336,BlackOnly,211305,HighSchoolOrCollege,False,True,False,1,False,True,True,False,True
157,157,1,False,47.083333333333336,WhiteOnly,451947,Graduate,True,True,False,1,True,False,False,True,True
158,158,1,False,46.083333333333336,AsianOnly,459040,Graduate,False,True,False,1,False,False,True,True,True
159,159,1,False,25.08333333333333,BlackOnly,188411,Bachelors,False,True,False,1,False,False,True,True,True
160,160,1,False,22.08333333333333,BlackOnly,285866,Bachelors,False,True,False,1,False,True,False,False,True
161,161,1,False,27.08333333333333,BlackOnly,77223,HighSchoolOrCollege,False,True,False,1,False,True,False,False,True
162,162,1,False,58.083333333333336,WhiteOnly,425357,HighSchoolOrCollege,True,True,True,1,False,False,True,True,True
163,163,1,True,31.08333333333333,BlackOnly,59189,Graduate,False,False,False,1,True,False,False,True,True
164,164,2,True,37.083333333333336,WhiteOnly,132677,Bachelors,True,True,False,1,True,True,False,False,False
165,165,2,False,52.083333333333336,WhiteOnly,20223,Bachelors,True,False,True,1,True,True,True,True,False
166,166,2,False,26.08333333333333,Plus2Races,239336,Graduate,False,True,False,1,True,False,False,True,True
167,167,2,True,45.083333333333336,WhiteOnly,126517,Bachelors,True,True,False,1,True,True,False,True,False
168,168,2,False,22.08333333333333,WhiteOnly,121669,Bachelors,True,True,False,1,True,True,False,True,False
169,169,2,False,43.083333333333336,WhiteOnly,321565,HighSchoolOrCollege,True,True,False,1,True,False,False,True,False
170,170,2,False,27.08333333333333,BlackOnly,90151,Graduate,False,True,False,1,True,False,True,False,True
171,171,2,False,37.083333333333336,WhiteOnly,493862,Bachelors,True,True,False,1,True,True,False,True,True
172,172,2,False,20.08333333333333,WhiteOnly,92478,HighSchoolOrCollege,True,True,False,1,False,True,False,True,False
173,173,2,True,43.083333333333336,WhiteOnly,335941,Bachelors,True,True,False,1,True,True,True,False,True
174,174,2,False,50.083333333333336,AsianOnly,53315,Bachelors,False,False,True,1,False,True,False,True,False
175,175,2,False,30.08333333333333,WhiteOnly,54362,Bachelors,True,False,False,1,True,False,False,True,True
176,176,2,False,27.08333333333333,Other,104443,Bachelors,False,True,False,1,True,True,False,True,True
177,177,2,False,30.08333333333333,WhiteOnly,132943,Bachelors,True,True,False,1,True,False,False,False,False
178,178,2,False,31.08333333333333,WhiteOnly,470389,Graduate,True,True,False,1,True,True,False,True,True
179,179,2,True,25.08333333333333,WhiteOnly,61782,Graduate,True,False,False,1,True,False,True,True,True
180,180,2,True,21.08333333333333,WhiteOnly,66562,Graduate,True,False,False,1,False,False,False,False,True
181,181,2,True,37.083333333333336,WhiteOnly,68357,Bachelors,True,False,False,1,False,False,True,False,False
182,182,2,True,31.08333333333333,WhiteOnly,421727,Bachelors,True,True,False,1,True,True,False,False,False
183,183,2,True,34.083333333333336,WhiteOnly,85367,Bachelors,True,True,False,1,False,True,False,False,False
184,184,2,True,28.08333333333333,WhiteOnly,426497,Bachelors,True,True,False,1,True,False,False,False,False
185,185,2,False,30.08333333333333,BlackOnly,94098,Bachelors,False,True,False,1,False,True,False,True,True
186,186,2,False,26.08333333333333,WhiteOnly,53077,Graduate,True,False,False,1,False,False,False,True,False
187,187,2,False,31.08333333333333,WhiteOnly,68241,Graduate,True,False,False,1,True,True,False,True,True
188,188,2,False,43.083333333333336,WhiteOnly,174210,Graduate,True,True,False,1,False,True,True,True,True
189,189,2,True,30.08333333333333,BlackOnly,380460,Graduate,False,True,False,1,False,True,False,True,True
190,190,2,False,33.083333333333336,WhiteOnly,63725,Bachelors,True,False,False,1,True,False,False,True,True
191,191,2,True,25.08333333333333,WhiteOnly,88572,Bachelors,True,True,False,1,False,True,True,True,False
192,192,2,False,27.08333333333333,AsianOnly,56056,Bachelors,False,False,False,1,False,True,False,True,False
193,193,2,False,29.08333333333333,WhiteOnly,468308,Graduate,True,True,False,1,True,False,False,True,False
194,194,2,True,28.08333333333333,WhiteOnly,359704,Bachelors,True,True,False,1,False,True,True,True,False
195,195,2,True,26.08333333333333,AmerIndianOnly,113622,Graduate,False,True,False,1,True,True,True,True,True
196,196,2,True,26.08333333333333,AsianOnly,171953,Graduate,False,True,False,1,True,True,True,False,True
197,197,2,False,29.08333333333333,WhiteOnly,30971,Bachelors,True,False,False,1,True,False,False,True,False
198,198,2,True,28.08333333333333,WhiteOnly,89383,Graduate,True,True,False,1,False,True,False,False,True
199,199,2,True,27.08333333333333,WhiteOnly,79885,Graduate,True,True,False,1,False,False,False,False,True
200,200,2,True,30.08333333333333,WhiteOnly,86268,Graduate,True,True,False,1,True,True,False,True,False
201,201,2,False,53.083333333333336,WhiteOnly,92981,Bachelors,True,True,True,1,True,True,False,True,True
202,202,2,True,34.083333333333336,WhiteOnly,311553,Bachelors,True,True,False,1,False,False,False,True,True
203,203,2,False,26.08333333333333,Plus2Races,199315,Bachelors,False,True,False,1,True,False,False,True,True
204,204,2,True,34.083333333333336,WhiteOnly,69706,Graduate,True,False,False,1,False,True,True,False,False
205,205,2,True,31.08333333333333,Plus2Races,68871,Graduate,False,False,False,1,False,False,True,False,False
206,206,2,False,53.083333333333336,WhiteOnly,355593,Graduate,True,True,True,1,True,True,True,True,True
207,207,2,False,28.08333333333333,AsianOnly,91170,Graduate,False,True,False,1,False,True,True,False,True
208,208,2,False,29.08333333333333,WhiteOnly,148582,Graduate,True,True,False,1,True,True,False,True,False
209,209,2,False,23.08333333333333,BlackOnly,272721,Graduate,False,True,False,1,False,False,False,True,True
210,210,2,False,28.08333333333333,WhiteOnly,454482,Bachelors,True,True,False,1,True,True,False,True,False
211,211,2,False,28.08333333333333,AsianOnly,85440,Bachelors,False,True,False,1,True,True,True,True,True
212,212,2,True,28.08333333333333,WhiteOnly,86399,Graduate,True,True,False,1,False,True,True,False,False
213,213,2,False,27.08333333333333,WhiteOnly,74454,Bachelors,True,True,False,1,False,True,False,False,False
214,214,2,True,28.08333333333333,WhiteOnly,141117,Bachelors,True,True,False,1,False,True,False,True,False
215,215,2,True,31.08333333333333,WhiteOnly,82322,Graduate,True,True,False,1,False,False,False,False,True
216,216,2,False,31.08333333333333,WhiteOnly,65363,Bachelors,True,False,False,1,False,False,True,True,True
217,217,2,False,21.08333333333333,Plus2Races,468977,Graduate,False,True,False,1,True,False,True,True,False
218,218,2,False,26.08333333333333,WhiteOnly,474743,Bachelors,True,True,False,1,True,True,False,False,False
219,219,2,False,27.08333333333333,WhiteOnly,58042,Bachelors,True,False,False,1,False,False,False,True,True
220,220,2,False,30.08333333333333,WhiteOnly,50651,Graduate,True,False,False,1,False,False,False,False,True
221,221,2,True,37.083333333333336,WhiteOnly,71264,Bachelors,True,True,False,1,True,True,False,False,True
222,222,2,True,21.08333333333333,AsianOnly,348981,Graduate,False,True,False,1,False,True,True,True,True
223,223,2,False,30.08333333333333,AsianOnly,78163,Graduate,False,True,False,1,True,True,True,True,True
224,224,2,False,28.08333333333333,WhiteOnly,88210,Bachelors,True,True,False,1,True,True,True,False,True
225,225,2,True,33.083333333333336,Plus2Races,93330,Bachelors,False,True,False,1,False,True,False,True,False
226,226,2,False,22.08333333333333,WhiteOnly,86409,Bachelors,True,True,False,1,True,False,False,True,True
227,227,2,False,23.08333333333333,WhiteOnly,270689,Bachelors,True,True,False,1,False,False,False,True,False
228,228,2,True,25.08333333333333,AsianOnly,478903,Graduate,False,True,False,1,True,True,False,True,True
229,229,2,True,35.083333333333336,WhiteOnly,98946,Bachelors,True,True,False,1,True,True,False,True,True
230,230,2,True,21.08333333333333,AsianOnly,374092,Graduate,False,True,False,1,True,True,False,True,False
231,231,2,False,25.08333333333333,BlackOnly,80843,Graduate,False,True,False,1,False,False,False,True,True
232,232,2,False,36.083333333333336,WhiteOnly,146033,Graduate,True,True,False,1,False,True,True,True,False
233,233,2,False,24.08333333333333,WhiteOnly,91740,Bachelors,True,True,False,1,True,False,False,False,False
234,234,2,False,34.083333333333336,WhiteOnly,146947,Bachelors,True,True,False,1,True,True,False,True,False
235,235,2,False,27.08333333333333,WhiteOnly,71122,Graduate,True,True,False,1,True,True,False,True,True
236,236,2,True,27.08333333333333,BlackOnly,311096,Graduate,False,True,False,1,True,False,True,False,True
237,237,2,True,56.083333333333336,WhiteOnly,50268,Bachelors,True,False,True,1,False,False,False,True,True
238,238,2,False,34.083333333333336,WhiteOnly,33244,Graduate,True,False,False,1,True,False,True,False,True
239,239,2,False,28.08333333333333,WhiteOnly,88144,Graduate,True,True,False,1,True,True,False,False,True
240,240,2,True,27.08333333333333,WhiteOnly,265064,Graduate,True,True,False,1,True,True,False,True,True
241,241,2,True,23.08333333333333,WhiteOnly,64859,Bachelors,True,False,False,1,True,True,True,False,True
242,242,2,False,56.083333333333336,WhiteOnly,215775,Bachelors,True,True,True,1,True,False,False,True,False
243,243,2,True,27.08333333333333,WhiteOnly,56196,Bachelors,True,False,False,1,True,False,True,False,False
244,244,2,True,22.08333333333333,Other,439751,Bachelors,False,True,False,1,True,True,True,False,True
245,245,2,False,30.08333333333333,AmerIndianOnly,65627,Bachelors,False,False,False,1,True,False,True,True,True
246,246,2,False,31.08333333333333,WhiteOnly,478432,Graduate,True,True,False,1,False,True,True,True,False
247,247,2,False,20.08333333333333,WhiteOnly,75610,Bachelors,True,True,False,1,False,False,True,True,False
248,248,2,False,33.083333333333336,Plus2Races,61435,Bachelors,False,False,False,1,True,False,False,True,False
249,249,2,False,23.08333333333333,WhiteOnly,235312,Graduate,True,True,False,1,True,True,False,False,True
250,250,2,False,24.08333333333333,AsianOnly,78065,Bachelors,False,True,False,1,True,True,True,True,False
251,251,2,False,33.083333333333336,BlackOnly,70165,Graduate,False,True,False,1,True,True,False,False,False
252,252,2,False,29.08333333333333,WhiteOnly,92742,Bachelors,True,True,False,1,False,False,False,True,True
253,253,2,False,29.08333333333333,WhiteOnly,77295,HighSchoolOrCollege,True,True,False,1,True,True,False,False,True
254,254,2,False,32.083333333333336,WhiteOnly,82610,Graduate,True,True,False,1,True,True,True,True,False
255,255,2,False,33.083333333333336,AsianOnly,57959,HighSchoolOrCollege,False,False,False,1,False,False,True,True,False
256,256,2,False,27.08333333333333,AsianOnly,86275,Bachelors,False,True,False,1,False,True,False,False,False
257,257,2,False,34.083333333333336,WhiteOnly,87240,Graduate,True,True,False,1,False,True,True,True,True
258,258,2,False,23.08333333333333,BlackOnly,235738,Graduate,False,True,False,1,True,True,False,True,True
259,259,2,False,27.08333333333333,WhiteOnly,383253,Bachelors,True,True,False,1,False,True,False,True,True
260,260,2,True,37.083333333333336,AsianOnly,31097,Graduate,False,False,False,1,False,False,True,False,True
261,261,2,False,33.083333333333336,BlackOnly,91373,Graduate,False,True,False,1,False,False,False,True,False
262,262,2,False,23.08333333333333,BlackOnly,97117,Graduate,False,True,False,1,False,True,False,True,True
263,263,2,True,35.083333333333336,WhiteOnly,53590,Bachelors,True,False,False,1,True,False,True,True,False
264,264,2,False,50.083333333333336,WhiteOnly,61836,Bachelors,True,False,True,1,True,True,True,False,False
265,265,2,False,35.083333333333336,WhiteOnly,315578,Graduate,True,True,False,1,False,True,False,True,False
266,266,2,False,39.083333333333336,WhiteOnly,81630,Graduate,True,True,False,1,False,False,True,True,True
267,267,2,True,29.08333333333333,WhiteOnly,81450,Bachelors,True,True,False,1,True,True,True,False,False
268,268,2,False,23.08333333333333,WhiteOnly,298657,Graduate,True,True,False,1,True,False,False,True,False
269,269,2,True,26.08333333333333,AsianOnly,365589,Graduate,False,True,False,1,False,True,True,False,False
270,270,2,True,25.08333333333333,WhiteOnly,36731,Graduate,True,False,False,1,True,False,False,False,False
